date;adj close
09/03/2017;0.713000
10/03/2017;0.725000
13/03/2017;0.728000
14/03/2017;0.753000
15/03/2017;0.715000
16/03/2017;0.708000
17/03/2017;0.708000
20/03/2017;0.710000
21/03/2017;0.753000
22/03/2017;0.748000
23/03/2017;0.748000
24/03/2017;0.748000
27/03/2017;0.758000
28/03/2017;0.773000
29/03/2017;0.755000
30/03/2017;0.758000
31/03/2017;0.738000
03/04/2017;0.740000
04/04/2017;0.780000
05/04/2017;0.780000
06/04/2017;0.788000
07/04/2017;0.798000
10/04/2017;0.788000
11/04/2017;0.800000
12/04/2017;0.793000
13/04/2017;0.790000
17/04/2017;0.790000
18/04/2017;0.805000
19/04/2017;0.785000
20/04/2017;0.770000
21/04/2017;0.763000
24/04/2017;0.770000
25/04/2017;0.808000
26/04/2017;0.803000
27/04/2017;0.785000
28/04/2017;0.780000
01/05/2017;0.785000
02/05/2017;0.843000
03/05/2017;0.848000
04/05/2017;0.855000
05/05/2017;0.868000
08/05/2017;0.870000
09/05/2017;0.890000
10/05/2017;0.875000
11/05/2017;0.860000
12/05/2017;0.855000
15/05/2017;0.863000
16/05/2017;0.890000
17/05/2017;0.875000
18/05/2017;0.893000
19/05/2017;0.888000
22/05/2017;0.878000
23/05/2017;0.913000
24/05/2017;0.905000
25/05/2017;0.908000
26/05/2017;0.910000
30/05/2017;0.910000
31/05/2017;0.950000
01/06/2017;0.948000
02/06/2017;0.953000
05/06/2017;0.948000
06/06/2017;0.958000
07/06/2017;0.973000
08/06/2017;0.973000
09/06/2017;0.980000
12/06/2017;0.973000
13/06/2017;0.983000
14/06/2017;0.983000
15/06/2017;0.993000
16/06/2017;0.985000
19/06/2017;0.985000
20/06/2017;0.993000
21/06/2017;0.968000
22/06/2017;0.933000
23/06/2017;0.933000
26/06/2017;0.933000
27/06/2017;0.990000
28/06/2017;0.985000
29/06/2017;1.003000
30/06/2017;0.993000
05/07/2017;1.020000
06/07/2017;1.008000
07/07/2017;1.008000
10/07/2017;1.013000
11/07/2017;1.033000
12/07/2017;1.023000
13/07/2017;1.013000
14/07/2017;1.008000
17/07/2017;1.020000
18/07/2017;1.040000
19/07/2017;1.085000
20/07/2017;1.113000
21/07/2017;1.138000
24/07/2017;1.150000
25/07/2017;1.143000
26/07/2017;1.095000
27/07/2017;1.078000
28/07/2017;1.053000
31/07/2017;1.053000
01/08/2017;1.058000
02/08/2017;1.050000
03/08/2017;1.058000
04/08/2017;1.053000
07/08/2017;1.033000
08/08/2017;1.030000
09/08/2017;1.025000
10/08/2017;1.018000
11/08/2017;1.013000
14/08/2017;1.003000
15/08/2017;1.008000
16/08/2017;0.985000
17/08/2017;0.978000
18/08/2017;0.988000
21/08/2017;0.965000
22/08/2017;0.995000
23/08/2017;0.980000
24/08/2017;0.998000
25/08/2017;0.995000
28/08/2017;1.005000
29/08/2017;1.010000
30/08/2017;0.998000
31/08/2017;0.978000
01/09/2017;0.985000
05/09/2017;0.983000
06/09/2017;1.038000
07/09/2017;1.023000
08/09/2017;1.020000
11/09/2017;1.020000
12/09/2017;1.018000
13/09/2017;1.018000
14/09/2017;1.028000
15/09/2017;1.010000
18/09/2017;1.000000
19/09/2017;1.018000
20/09/2017;1.020000
21/09/2017;1.008000
22/09/2017;1.003000
25/09/2017;0.998000
26/09/2017;1.043000
27/09/2017;1.038000
28/09/2017;1.030000
29/09/2017;1.028000
02/10/2017;1.013000
03/10/2017;1.035000
04/10/2017;1.043000
05/10/2017;1.043000
06/10/2017;1.043000
09/10/2017;1.045000
10/10/2017;1.055000
11/10/2017;1.068000
12/10/2017;1.053000
13/10/2017;1.050000
16/10/2017;1.055000
17/10/2017;1.073000
18/10/2017;1.068000
19/10/2017;1.065000
20/10/2017;1.075000
23/10/2017;1.070000
24/10/2017;1.098000
25/10/2017;1.083000
26/10/2017;1.080000
27/10/2017;1.073000
30/10/2017;1.075000
31/10/2017;1.123000
01/11/2017;1.138000
02/11/2017;1.138000
03/11/2017;1.148000
06/11/2017;1.158000
07/11/2017;1.188000
08/11/2017;1.195000
09/11/2017;1.203000
10/11/2017;1.200000
13/11/2017;1.185000
14/11/2017;1.240000
15/11/2017;1.230000
16/11/2017;1.230000
17/11/2017;1.240000
20/11/2017;1.240000
21/11/2017;1.278000
22/11/2017;1.265000
27/11/2017;1.223000
28/11/2017;1.265000
29/11/2017;1.258000
30/11/2017;1.238000
01/12/2017;1.235000
04/12/2017;1.245000
05/12/2017;1.283000
06/12/2017;1.263000
07/12/2017;1.260000
08/12/2017;1.253000
11/12/2017;1.263000
12/12/2017;1.310000
13/12/2017;1.273000
14/12/2017;1.283000
15/12/2017;1.285000
18/12/2017;1.315000
19/12/2017;1.353000
20/12/2017;1.350000
21/12/2017;1.320000
22/12/2017;1.298000
26/12/2017;1.303000
27/12/2017;1.408000
28/12/2017;1.370000
29/12/2017;1.355000
02/01/2018;1.378000
03/01/2018;1.370000
04/01/2018;1.370000
05/01/2018;1.370000
08/01/2018;1.380000
09/01/2018;1.415000
10/01/2018;1.395000
11/01/2018;1.403000
12/01/2018;1.410000
16/01/2018;1.395000
17/01/2018;1.415000
18/01/2018;1.405000
19/01/2018;1.403000
22/01/2018;1.390000
23/01/2018;1.413000
24/01/2018;1.410000
25/01/2018;1.393000
26/01/2018;1.388000
29/01/2018;1.375000
30/01/2018;1.425000
31/01/2018;1.430000
01/02/2018;1.453000
02/02/2018;1.450000
05/02/2018;1.458000
06/02/2018;1.488000
07/02/2018;1.515000
08/02/2018;1.515000
09/02/2018;1.525000
12/02/2018;1.535000
13/02/2018;1.570000
14/02/2018;1.550000
15/02/2018;1.560000
16/02/2018;1.570000
20/02/2018;1.573000
21/02/2018;1.608000
22/02/2018;1.605000
23/02/2018;1.605000
26/02/2018;1.608000
27/02/2018;1.635000
28/02/2018;1.618000
01/03/2018;1.590000
02/03/2018;1.605000
05/03/2018;1.625000
06/03/2018;1.643000
07/03/2018;1.650000
08/03/2018;1.635000
09/03/2018;1.635000
12/03/2018;1.643000
13/03/2018;1.690000
14/03/2018;1.718000
15/03/2018;1.733000
16/03/2018;1.738000
19/03/2018;1.728000
20/03/2018;1.758000
21/03/2018;1.710000
22/03/2018;1.683000
23/03/2018;1.688000
26/03/2018;1.705000
27/03/2018;1.733000
28/03/2018;1.695000
29/03/2018;1.670000
02/04/2018;1.683000
03/04/2018;1.713000
04/04/2018;1.668000
05/04/2018;1.675000
06/04/2018;1.680000
09/04/2018;1.675000
10/04/2018;1.695000
11/04/2018;1.693000
12/04/2018;1.705000
13/04/2018;1.718000
16/04/2018;1.713000
17/04/2018;1.755000
18/04/2018;1.770000
19/04/2018;1.783000
20/04/2018;1.765000
23/04/2018;1.783000
24/04/2018;1.823000
25/04/2018;1.815000
26/04/2018;1.785000
27/04/2018;1.770000
30/04/2018;1.763000
01/05/2018;1.810000
02/05/2018;1.785000
03/05/2018;1.788000
04/05/2018;1.793000
07/05/2018;1.793000
08/05/2018;1.835000
09/05/2018;1.845000
10/05/2018;1.845000
11/05/2018;1.860000
14/05/2018;1.855000
15/05/2018;1.875000
16/05/2018;1.865000
17/05/2018;1.863000
18/05/2018;1.855000
21/05/2018;1.863000
22/05/2018;1.893000
23/05/2018;1.873000
24/05/2018;1.860000
25/05/2018;1.853000
29/05/2018;1.840000
30/05/2018;1.878000
31/05/2018;1.870000
01/06/2018;1.868000
04/06/2018;1.865000
05/06/2018;1.903000
06/06/2018;1.900000
07/06/2018;1.885000
08/06/2018;1.880000
11/06/2018;1.868000
12/06/2018;1.888000
13/06/2018;1.895000
14/06/2018;1.883000
15/06/2018;1.888000
18/06/2018;1.883000
19/06/2018;1.898000
20/06/2018;1.888000
21/06/2018;1.890000
22/06/2018;1.870000
25/06/2018;1.853000
26/06/2018;1.893000
27/06/2018;1.880000
28/06/2018;1.880000
29/06/2018;1.880000
02/07/2018;1.895000
05/07/2018;1.910000
06/07/2018;1.905000
09/07/2018;1.915000
10/07/2018;1.935000
11/07/2018;1.920000
12/07/2018;1.928000
13/07/2018;1.928000
16/07/2018;1.938000
17/07/2018;1.975000
18/07/2018;1.960000
19/07/2018;1.948000
20/07/2018;1.933000
23/07/2018;1.920000
24/07/2018;1.960000
25/07/2018;1.953000
26/07/2018;1.945000
27/07/2018;1.945000
30/07/2018;1.945000
31/07/2018;1.985000
01/08/2018;1.978000
02/08/2018;1.965000
03/08/2018;1.960000
06/08/2018;1.968000
07/08/2018;2.008000
08/08/2018;2.008000
09/08/2018;2.005000
10/08/2018;2.000000
13/08/2018;1.995000
14/08/2018;2.033000
15/08/2018;2.020000
16/08/2018;2.015000
17/08/2018;1.995000
20/08/2018;1.993000
21/08/2018;2.035000
22/08/2018;2.035000
23/08/2018;2.033000
24/08/2018;2.048000
27/08/2018;2.060000
28/08/2018;2.078000
29/08/2018;2.080000
30/08/2018;2.058000
31/08/2018;2.055000
04/09/2018;2.068000
05/09/2018;2.090000
06/09/2018;2.080000
07/09/2018;2.088000
10/09/2018;2.083000
11/09/2018;2.108000
12/09/2018;2.105000
13/09/2018;2.093000
14/09/2018;2.103000
17/09/2018;2.108000
18/09/2018;2.125000
19/09/2018;2.120000
20/09/2018;2.118000
21/09/2018;2.123000
24/09/2018;2.123000
25/09/2018;2.168000
26/09/2018;2.160000
27/09/2018;2.140000
28/09/2018;2.150000
01/10/2018;2.155000
02/10/2018;2.175000
03/10/2018;2.170000
04/10/2018;2.170000
05/10/2018;2.165000
08/10/2018;2.165000
09/10/2018;2.185000
10/10/2018;2.220000
11/10/2018;2.215000
12/10/2018;2.218000
15/10/2018;2.230000
16/10/2018;2.260000
17/10/2018;2.260000
18/10/2018;2.255000
19/10/2018;2.260000
22/10/2018;2.258000
23/10/2018;2.290000
24/10/2018;2.285000
25/10/2018;2.280000
26/10/2018;2.273000
29/10/2018;2.260000
30/10/2018;2.283000
31/10/2018;2.278000
01/11/2018;2.270000
02/11/2018;2.273000
05/11/2018;2.268000
06/11/2018;2.310000
07/11/2018;2.310000
08/11/2018;2.303000
09/11/2018;2.300000
12/11/2018;2.300000
13/11/2018;2.295000
14/11/2018;2.325000
15/11/2018;2.310000
16/11/2018;2.300000
19/11/2018;2.300000
20/11/2018;2.335000
21/11/2018;2.350000
26/11/2018;2.343000
27/11/2018;2.353000
28/11/2018;2.335000
29/11/2018;2.310000
30/11/2018;2.308000
03/12/2018;2.288000
04/12/2018;2.365000
06/12/2018;2.353000
07/12/2018;2.340000
10/12/2018;2.330000
11/12/2018;2.370000
12/12/2018;2.375000
13/12/2018;2.363000
14/12/2018;2.368000
17/12/2018;2.340000
18/12/2018;2.328000
19/12/2018;2.338000
20/12/2018;2.335000
21/12/2018;2.330000
26/12/2018;2.380000
27/12/2018;2.348000
28/12/2018;2.328000
31/12/2018;2.300000
02/01/2019;2.365000
03/01/2019;2.355000
04/01/2019;2.358000
07/01/2019;2.353000
08/01/2019;2.400000
09/01/2019;2.390000
10/01/2019;2.375000
11/01/2019;2.370000
14/01/2019;2.360000
15/01/2019;2.383000
16/01/2019;2.363000
17/01/2019;2.355000
18/01/2019;2.348000
22/01/2019;2.345000
23/01/2019;2.353000
24/01/2019;2.305000
25/01/2019;2.328000
28/01/2019;2.333000
29/01/2019;2.365000
30/01/2019;2.365000
31/01/2019;2.340000
01/02/2019;2.340000
04/02/2019;2.335000
05/02/2019;2.365000
06/02/2019;2.365000
07/02/2019;2.355000
08/02/2019;2.365000
11/02/2019;2.375000
12/02/2019;2.378000
13/02/2019;2.373000
14/02/2019;2.373000
15/02/2019;2.370000
19/02/2019;2.373000
20/02/2019;2.383000
21/02/2019;2.395000
22/02/2019;2.393000
25/02/2019;2.393000
26/02/2019;2.400000
27/02/2019;2.393000
28/02/2019;2.383000
01/03/2019;2.378000
04/03/2019;2.375000
05/03/2019;2.400000
06/03/2019;2.405000
07/03/2019;2.395000
08/03/2019;2.393000
11/03/2019;2.380000
12/03/2019;2.395000
13/03/2019;2.388000
14/03/2019;2.388000
15/03/2019;2.388000
18/03/2019;2.385000
19/03/2019;2.405000
20/03/2019;2.408000
21/03/2019;2.408000
22/03/2019;2.398000
25/03/2019;2.390000
26/03/2019;2.405000
27/03/2019;2.378000
28/03/2019;2.370000
29/03/2019;2.328000
01/04/2019;2.323000
02/04/2019;2.370000
03/04/2019;2.373000
04/04/2019;2.370000
05/04/2019;2.370000
08/04/2019;2.365000
09/04/2019;2.365000
10/04/2019;2.363000
11/04/2019;2.365000
12/04/2019;2.375000
15/04/2019;2.360000
16/04/2019;2.378000
17/04/2019;2.380000
18/04/2019;2.365000
22/04/2019;2.375000
23/04/2019;2.390000
24/04/2019;2.375000
25/04/2019;2.365000
26/04/2019;2.360000
29/04/2019;2.360000
30/04/2019;2.368000
01/05/2019;2.363000
02/05/2019;2.373000
03/05/2019;2.368000
06/05/2019;2.363000
07/05/2019;2.368000
08/05/2019;2.370000
09/05/2019;2.370000
10/05/2019;2.370000
13/05/2019;2.350000
14/05/2019;2.353000
15/05/2019;2.350000
16/05/2019;2.338000
17/05/2019;2.330000
20/05/2019;2.320000
21/05/2019;2.330000
22/05/2019;2.320000
23/05/2019;2.303000
24/05/2019;2.288000
28/05/2019;2.298000
29/05/2019;2.298000
30/05/2019;2.310000
31/05/2019;2.293000
03/06/2019;2.280000
04/06/2019;2.295000
05/06/2019;2.285000
06/06/2019;2.255000
07/06/2019;2.215000
10/06/2019;2.220000
11/06/2019;2.213000
12/06/2019;2.165000
13/06/2019;2.140000
14/06/2019;2.125000
17/06/2019;2.138000
18/06/2019;2.168000
19/06/2019;2.125000
20/06/2019;2.078000
21/06/2019;2.055000
24/06/2019;2.058000
25/06/2019;2.083000
26/06/2019;2.093000
27/06/2019;2.085000
28/06/2019;2.035000
01/07/2019;2.065000
02/07/2019;2.148000
05/07/2019;2.163000
08/07/2019;2.178000
09/07/2019;2.195000
10/07/2019;2.130000
11/07/2019;2.098000
12/07/2019;2.090000
15/07/2019;2.085000
16/07/2019;2.103000
17/07/2019;2.073000
18/07/2019;2.013000
19/07/2019;2.013000
22/07/2019;2.025000
23/07/2019;2.033000
24/07/2019;2.040000
25/07/2019;2.060000
26/07/2019;2.063000
29/07/2019;2.050000
30/07/2019;2.040000
31/07/2019;2.030000
01/08/2019;2.030000
02/08/2019;2.000000
05/08/2019;1.953000
06/08/2019;1.995000
07/08/2019;1.968000
08/08/2019;1.970000
09/08/2019;1.950000
12/08/2019;1.928000
13/08/2019;1.955000
14/08/2019;1.908000
15/08/2019;1.843000
16/08/2019;1.823000
19/08/2019;1.853000
20/08/2019;1.900000
21/08/2019;1.928000
22/08/2019;1.938000
23/08/2019;1.910000
26/08/2019;1.933000
27/08/2019;1.943000
28/08/2019;1.940000
29/08/2019;1.940000
30/08/2019;1.933000
03/09/2019;1.910000
04/09/2019;1.905000
05/09/2019;1.920000
06/09/2019;1.910000
09/09/2019;1.908000
10/09/2019;1.913000
11/09/2019;1.913000
12/09/2019;1.895000
13/09/2019;1.900000
16/09/2019;1.945000
17/09/2019;1.938000
18/09/2019;1.880000
19/09/2019;1.883000
20/09/2019;1.850000
23/09/2019;1.845000
24/09/2019;1.880000
25/09/2019;1.845000
26/09/2019;1.770000
27/09/2019;1.730000
30/09/2019;1.770000
01/10/2019;1.753000
02/10/2019;1.735000
03/10/2019;1.665000
04/10/2019;1.655000
07/10/2019;1.673000
08/10/2019;1.655000
09/10/2019;1.628000
10/10/2019;1.633000
11/10/2019;1.623000
14/10/2019;1.618000
15/10/2019;1.618000
16/10/2019;1.615000
17/10/2019;1.625000
18/10/2019;1.625000
21/10/2019;1.625000
22/10/2019;1.615000
23/10/2019;1.615000
24/10/2019;1.623000
25/10/2019;1.625000
28/10/2019;1.605000
29/10/2019;1.595000
30/10/2019;1.595000
31/10/2019;1.498000
01/11/2019;1.485000
04/11/2019;1.503000
05/11/2019;1.518000
06/11/2019;1.515000
07/11/2019;1.518000
08/11/2019;1.510000
11/11/2019;1.513000
12/11/2019;1.533000
13/11/2019;1.535000
14/11/2019;1.528000
15/11/2019;1.528000
18/11/2019;1.523000
19/11/2019;1.525000
20/11/2019;1.520000
21/11/2019;1.530000
22/11/2019;1.543000
25/11/2019;1.545000
26/11/2019;1.565000
27/11/2019;1.565000
02/12/2019;1.538000
03/12/2019;1.538000
04/12/2019;1.498000
05/12/2019;1.493000
06/12/2019;1.480000
09/12/2019;1.498000
10/12/2019;1.515000
11/12/2019;1.520000
12/12/2019;1.530000
13/12/2019;1.523000
16/12/2019;1.525000
17/12/2019;1.530000
18/12/2019;1.518000
19/12/2019;1.533000
20/12/2019;1.528000
23/12/2019;1.520000
26/12/2019;1.535000
27/12/2019;1.518000
30/12/2019;1.490000
31/12/2019;1.505000
02/01/2020;1.495000
03/01/2020;1.473000
06/01/2020;1.488000
07/01/2020;1.500000
08/01/2020;1.493000
09/01/2020;1.500000
10/01/2020;1.498000
13/01/2020;1.510000
14/01/2020;1.530000
15/01/2020;1.508000
16/01/2020;1.518000
17/01/2020;1.523000
21/01/2020;1.503000
22/01/2020;1.513000
23/01/2020;1.515000
24/01/2020;1.490000
27/01/2020;1.505000
28/01/2020;1.530000
29/01/2020;1.520000
30/01/2020;1.528000
31/01/2020;1.510000
03/02/2020;1.518000
04/02/2020;1.538000
05/02/2020;1.520000
06/02/2020;1.530000
07/02/2020;1.518000
10/02/2020;1.520000
11/02/2020;1.538000
12/02/2020;1.535000
13/02/2020;1.545000
14/02/2020;1.535000
18/02/2020;1.535000
19/02/2020;1.543000
20/02/2020;1.538000
21/02/2020;1.518000
24/02/2020;1.503000
25/02/2020;1.490000
26/02/2020;1.478000
27/02/2020;1.395000
28/02/2020;1.230000
02/03/2020;1.135000
03/03/2020;0.918000
04/03/2020;0.675000
05/03/2020;0.595000
06/03/2020;0.415000
09/03/2020;0.330000
10/03/2020;0.390000
11/03/2020;0.368000
12/03/2020;0.273000
13/03/2020;0.243000
16/03/2020;0.185000
17/03/2020;0.165000
18/03/2020;0.003000
19/03/2020;-0.028000
20/03/2020;-0.033000
23/03/2020;-0.040000
24/03/2020;-0.033000
25/03/2020;-0.070000
26/03/2020;-0.105000
27/03/2020;-0.058000
30/03/2020;0.013000
31/03/2020;0.030000
01/04/2020;0.063000
02/04/2020;0.065000
03/04/2020;0.058000
06/04/2020;0.060000
07/04/2020;0.128000
08/04/2020;0.185000
09/04/2020;0.210000
13/04/2020;0.200000
14/04/2020;0.165000
15/04/2020;0.115000
16/04/2020;0.110000
17/04/2020;0.103000
20/04/2020;0.070000
21/04/2020;0.098000
22/04/2020;0.093000
23/04/2020;0.093000
24/04/2020;0.100000
27/04/2020;0.093000
28/04/2020;0.085000
29/04/2020;0.090000
30/04/2020;0.090000
01/05/2020;0.093000
04/05/2020;0.090000
05/05/2020;0.110000
06/05/2020;0.108000
07/05/2020;0.095000
08/05/2020;0.095000
11/05/2020;0.105000
12/05/2020;0.123000
13/05/2020;0.115000
14/05/2020;0.105000
15/05/2020;0.103000
18/05/2020;0.105000
19/05/2020;0.118000
20/05/2020;0.118000
21/05/2020;0.110000
22/05/2020;0.110000
26/05/2020;0.118000
27/05/2020;0.135000
28/05/2020;0.138000
29/05/2020;0.128000
01/06/2020;0.128000
02/06/2020;0.145000
03/06/2020;0.148000
04/06/2020;0.140000
05/06/2020;0.145000
08/06/2020;0.153000
09/06/2020;0.165000
10/06/2020;0.165000
11/06/2020;0.153000
12/06/2020;0.150000
15/06/2020;0.155000
16/06/2020;0.160000
17/06/2020;0.165000
18/06/2020;0.140000
19/06/2020;0.143000
22/06/2020;0.140000
23/06/2020;0.140000
24/06/2020;0.135000
25/06/2020;0.130000
26/06/2020;0.133000
29/06/2020;0.125000
30/06/2020;0.135000
01/07/2020;0.130000
02/07/2020;0.133000
06/07/2020;0.128000
07/07/2020;0.140000
08/07/2020;0.135000
09/07/2020;0.123000
10/07/2020;0.120000
13/07/2020;0.125000
14/07/2020;0.133000
15/07/2020;0.125000
16/07/2020;0.103000
17/07/2020;0.105000
20/07/2020;0.105000
21/07/2020;0.110000
22/07/2020;0.100000
23/07/2020;0.103000
24/07/2020;0.098000
27/07/2020;0.093000
28/07/2020;0.103000
29/07/2020;0.090000
30/07/2020;0.085000
31/07/2020;0.083000
03/08/2020;0.078000
04/08/2020;0.090000
05/08/2020;0.095000
06/08/2020;0.088000
07/08/2020;0.088000
10/08/2020;0.088000
11/08/2020;0.100000
12/08/2020;0.100000
13/08/2020;0.090000
14/08/2020;0.088000
17/08/2020;0.085000
18/08/2020;0.100000
19/08/2020;0.095000
20/08/2020;0.088000
21/08/2020;0.088000
24/08/2020;0.085000
25/08/2020;0.095000
26/08/2020;0.093000
27/08/2020;0.095000
28/08/2020;0.095000
31/08/2020;0.095000
01/09/2020;0.100000
02/09/2020;0.100000
03/09/2020;0.100000
04/09/2020;0.103000
08/09/2020;0.108000
09/09/2020;0.105000
10/09/2020;0.103000
11/09/2020;0.103000
14/09/2020;0.100000
15/09/2020;0.100000
16/09/2020;0.100000
17/09/2020;0.085000
18/09/2020;0.083000
21/09/2020;0.080000
22/09/2020;0.088000
23/09/2020;0.088000
24/09/2020;0.093000
25/09/2020;0.090000
28/09/2020;0.088000
29/09/2020;0.085000
30/09/2020;0.085000
01/10/2020;0.083000
02/10/2020;0.085000
05/10/2020;0.085000
06/10/2020;0.088000
07/10/2020;0.088000
08/10/2020;0.088000
09/10/2020;0.093000
12/10/2020;0.090000
13/10/2020;0.093000
14/10/2020;0.100000
15/10/2020;0.095000
16/10/2020;0.090000
19/10/2020;0.090000
20/10/2020;0.095000
21/10/2020;0.090000
22/10/2020;0.085000
23/10/2020;0.083000
26/10/2020;0.080000
27/10/2020;0.090000
28/10/2020;0.090000
29/10/2020;0.083000
30/10/2020;0.083000
02/11/2020;0.083000
03/11/2020;0.090000
04/11/2020;0.083000
05/11/2020;0.085000
06/11/2020;0.083000
09/11/2020;0.088000
10/11/2020;0.090000
11/11/2020;0.090000
12/11/2020;0.085000
13/11/2020;0.083000
16/11/2020;0.075000
17/11/2020;0.080000
