DATE;AMZN;DIS;BA;HLT;CCL
11/8/2017;1132,880005;97,612808;251,733063;71,615532;60,278049
11/9/2017;1129,130005;99,059921;250,351242;70,780502;60,506618
11/10/2017;1125,349976;101,085892;248,588211;71,409218;59,116917
11/13/2017;1129,170044;101,047302;250,084427;71,340454;60,323765
11/14/2017;1136,839966;99,532654;249,455414;71,625351;60,360325
11/15/2017;1126,689941;100,034317;250,503693;72,087067;60,140896
11/16/2017;1137,290039;99,947495;251,304245;72,864723;60,177471
11/17/2017;1129,880005;99,793129;249,931885;72,953339;60,543175
11/20/2017;1126,310059;99,127457;252,190536;73,150215;60,460896
11/21/2017;1139,48999;99,368645;254,43956;74,459442;61,256321
11/22/2017;1156,160034;99,117813;252,686081;74,498833;61,477222
11/24/2017;1186;99,021332;253,381775;74,577583;61,403584
11/27/2017;1195,829956;99,166046;253,095856;74,813843;60,897339
11/28/2017;1193,599976;99,764198;255,392593;74,941788;61,219501
11/29/2017;1161,27002;101,529671;256,640991;75,365082;60,473923
11/30/2017;1176,75;101,124474;263,788391;76,349487;60,418697
12/1/2017;1162,349976;101,539322;258,623199;76,044319;60,750065
12/4/2017;1133,949951;106,334091;264,903442;76,447929;61,900635
12/5/2017;1141,569946;103,439857;262,587708;76,418396;60,694847
12/6/2017;1152,349976;101,741913;265,18927;75,552124;60,805286
12/7/2017;1159,790039;101,548973;268,715363;76,073853;60,915752
12/8/2017;1162;101,364197;272,460632;77,15667;61,587673
12/11/2017;1168,920044;103,892708;269,849487;76,260887;61,698135
12/12/2017;1165,079956;104,476204;276,310791;75,798225;61,256321
12/13/2017;1164,130005;104,65126;278,121399;75,552124;60,207001
12/14/2017;1174,26001;107,529877;280,065582;74,833519;59,9953
12/15/2017;1179,140015;108,210625;280,122711;75,88681;60,704041
12/18/2017;1190,579956;107,977226;282,21933;76,871201;61,302338
12/19/2017;1187,380005;108,735779;283,27713;76,595589;62,71064
12/20/2017;1177,619995;106,674072;283,896545;77,127151;62,314846
12/21/2017;1174,76001;106,557365;281,161499;78,131233;61,063015
12/22/2017;1168,359985;105,682114;281,22821;78,111542;61,07222
12/26/2017;1176,76001;105,14724;281,475922;78,131233;60,464722
12/27/2017;1182,26001;104,680435;281,723694;78,899063;61,449608
12/28/2017;1186,099976;104,806862;282,419434;79,194382;61,191895
12/29/2017;1169,469971;104,554008;281,04715;78,613586;61,090633
1/2/2018;1189,01001;108,726067;282,886383;78,436394;61,440407
1/3/2018;1204,199951;109,192856;283,801239;79,588135;61,578476
1/4/2018;1209,589966;109,144241;282,724396;78,997505;61,532452
1/5/2018;1229,140015;108,551003;294,322296;78,052483;61,026203
1/8/2018;1246,869995;106,994995;295,57074;79,676735;60,796085
1/9/2018;1252,699951;106,917191;303,461517;80,651283;62,250404
1/10/2018;1254,329956;106,460114;305,205505;80,375656;62,544956
1/11/2018;1276,680054;107,938324;312,696014;81,773476;63,327354
1/12/2018;1305,199951;109,377632;320,405701;82,639755;64,146545
1/16/2018;1304,859985;107,646576;319,40509;82,098343;63,069614
1/17/2018;1295;108,89138;334,51004;82,718498;63,925629
1/18/2018;1293,319946;107,384003;324,170074;82,639755;63,529846
1/19/2018;1294,579956;107,549316;321,854309;84,155701;63,106419
1/22/2018;1327,310059;108,045296;322,111572;84,431343;63,38258
1/23/2018;1362,540039;107,374283;319,81485;85,179482;63,06041
1/24/2018;1357,51001;107,461792;318,957184;84,451035;65,508827
1/25/2018;1377,949951;107,510422;326,981415;85,277924;65,131424
1/26/2018;1402,050049;109,105331;327,086212;86,321388;65,950653
1/29/2018;1417,680054;108,473206;324,799042;85,917778;66,217583
1/30/2018;1437,819946;107,08252;321,835236;85,061356;66,079498
1/31/2018;1450,890015;105,682114;337,712097;84,313217;65,913818
2/1/2018;1390;107,452072;340,161285;84,421501;65,45359
2/2/2018;1429,949951;105,711288;332,508728;81,360046;64,385864
2/5/2018;1390;101,821259;313,420319;78,662811;62,627785
2/6/2018;1442,839966;103,250854;324,884796;79,430641;63,759945
2/7/2018;1416,780029;101,879623;331,75589;80,739868;63,621895
2/8/2018;1350,5;98,563377;315,714478;77,432312;61,449608
2/9/2018;1339,599976;100,255531;318,750305;79,17469;61,734959
2/12/2018;1386,22998;100,547287;329,256226;80,542999;63,299721
2/13/2018;1414,51001;101,257217;328,643341;81,911308;63,281326
2/14/2018;1451,050049;101,724014;330,261841;84,628227;64,358246
2/15/2018;1461,76001;102,288071;341,380798;83,240227;64,063705
2/16/2018;1448,689941;103,600952;340,020813;81,970367;63,971664
2/20/2018;1468,349976;103,066078;338,402313;82,994141;63,925629
2/21/2018;1482,920044;102,161652;337,463745;82,974457;64,045288
2/22/2018;1485,339966;102,34642;340,863586;82,078644;63,183689
2/23/2018;1500;104,301155;341,572296;82,50193;63,702518
2/26/2018;1521,949951;106,790771;348,10376;80,858009;63,591335
2/27/2018;1511,97998;101,986595;349,214691;78,593903;62,525921
2/28/2018;1512,449951;100,323616;346,887451;79,529068;61,98859
3/1/2018;1493,449951;99,749832;334,897125;78,256836;61,126991
3/2/2018;1500,25;100,158287;330,089508;77,813042;60,191277
3/5/2018;1523,609985;100,566742;337,827637;77,142418;60,3951
3/6/2018;1537,640015;102,05468;334,159698;77,852501;61,284489
3/7/2018;1545;100,741791;332,359222;78,108902;61,154785
3/8/2018;1551,859985;101,169685;333,977753;78,118774;61,821827
3/9/2018;1578,890015;101,850449;339,522827;80,347641;62,507393
3/12/2018;1598,390015;102,278343;329,629822;80,012314;62,405491
3/13/2018;1588,180054;100,877937;324,343292;80,130684;62,600044
3/14/2018;1591;101,043266;316,289063;80,120811;62,034908
3/15/2018;1582,319946;100,401405;316,020935;80,761841;61,821827
3/16/2018;1571,680054;100,041588;316,490173;80,387093;61,98859
3/19/2018;1544,930054;98,689804;317,725616;80,179985;62,655624
3/20/2018;1586,51001;98,563377;323,34729;80,229286;62,85944
3/21/2018;1581,859985;99,020454;322,839722;80,71254;62,127548
3/22/2018;1544,920044;97,834;306,089539;79,331825;61,330807
3/23/2018;1495,560059;95,830643;307,420776;77,093109;59,672466
3/26/2018;1555,859985;97,882622;315,053619;78,878166;60,960232
3/27/2018;1497,050049;96,62809;307,535736;77,704559;60,895386
3/28/2018;1431,420044;95,830643;306,482208;77,231163;59,885551
3/29/2018;1447,339966;97,678398;314,009766;77,674973;60,756409
4/2/2018;1371,98999;95,947342;308,799866;76,008255;59,86702
4/3/2018;1392,050049;96,68644;316,825409;76,461914;59,746578
4/4/2018;1410,569946;98,174377;313,588379;76,955032;60,200542
4/5/2018;1451,75;99,302483;322,169312;77,951111;60,691555
4/6/2018;1405,22998;97,590874;312,324219;76,442192;59,765118
4/9/2018;1406,079956;96,958748;308,838165;75,100922;60,089375
4/10/2018;1436,219971;98,582832;320,665741;73,976639;58,45882
4/11/2018;1427,050049;98,028503;313,511749;78,51326;58,959099
4/12/2018;1448,5;97,629768;323,203644;78,848572;59,061012
4/13/2018;1430,790039;97,590874;315,350525;78,51326;58,310585
4/16/2018;1441,5;97,483894;317,735168;79,420578;59,366745
4/17/2018;1503,829956;99,360825;322,4758;80,041908;59,450115
4/18/2018;1527,839966;98,427223;326,574768;81,047852;60,469208
4/19/2018;1556,910034;98,11602;326,230011;80,850616;60,274654
4/20/2018;1527,48999;97,483894;324,343292;81,195801;61,034336
4/23/2018;1517,859985;97,39637;324,506104;80,959091;61,39566
4/24/2018;1460,089966;96,725342;315,139801;80,90979;60,719357
4/25/2018;1460,170044;98,368874;328,356018;80,702675;61,210369
4/26/2018;1517,959961;97,094894;328,289032;80,8013;59,579823
4/27/2018;1572,619995;96,501663;326,459808;79,065544;59,626144
4/30/2018;1566,130005;97,571426;319,449463;77,753876;58,421764
5/1/2018;1582,26001;97,308846;315,599548;79,134583;59,394531
5/2/2018;1569,680054;96,880943;310,475861;78,355461;58,2272
5/3/2018;1572,079956;96,044594;316,700867;78,769684;58,644112
5/4/2018;1580,949951;98,368874;320,282654;80,041908;58,894249
5/7/2018;1600,140015;99,662308;326,028839;80,229286;58,301327
5/8/2018;1592,390015;98,99128;324,056;81,294418;58,50515
5/9/2018;1608;97,221321;329,926666;81,708626;59,2463
5/10/2018;1609,079956;98,884308;331,158661;81,767921;59,348209
5/11/2018;1602,910034;99,26358;329,60907;82,508911;59,311142
5/14/2018;1601,540039;99,623413;331,659149;81,975403;60,052311
5/15/2018;1576,119995;100,090202;329,28183;82,024788;60,385834
5/16/2018;1587,280029;102,151924;328,174957;83,190651;60,645241
5/17/2018;1581,76001;101,471169;331,225983;82,301445;60,052311
5/18/2018;1574,369995;101,072441;338,049927;82,834961;60,070839
5/21/2018;1585,459961;101,19886;350,263794;82,914001;60,005981
5/22/2018;1581,400024;101,208588;341,697754;81,767921;60,265396
5/23/2018;1601,859985;100,061043;345,730499;81,343063;59,922611
5/24/2018;1603,069946;99,302483;345,528381;81,046654;59,8946
5/25/2018;1610,150024;99,389999;346,577484;80,84906;59,987965
5/29/2018;1612,869995;96,94902;339,253021;79,367043;58,400734
5/30/2018;1624,890015;97,231049;344,748779;80,750252;58,708847
5/31/2018;1629,619995;96,735069;338,945038;79,742485;58,148643
6/1/2018;1641,540039;96,62809;343,333923;81,659225;58,979603
6/4/2018;1665,27002;97,483894;347,193481;82,192749;59,138332
6/5/2018;1696,349976;97,192146;346,587097;82,074188;56,570751
6/6/2018;1695,75;99,107979;357,617035;83,664886;57,373703
6/7/2018;1689,300049;99,65258;354,700775;83,161003;57,261662
6/8/2018;1683,98999;101,121071;355,634308;83,131363;56,897537
6/11/2018;1689,119995;101,480896;357,020325;82,983162;57,084267
6/12/2018;1698,75;101,461449;356,712341;82,805321;58,04594
6/13/2018;1704,859985;103,387001;350,196381;81,738274;59,595825
6/14/2018;1723,859985;105,759918;348,820099;81,935867;59,94128
6/15/2018;1715,969971;105,85717;344,450409;82,834961;60,856274
6/18/2018;1723,790039;104,116379;341,428192;83,319092;60,174694
6/19/2018;1734,780029;103,182777;328,319336;81,985275;59,259708
6/20/2018;1750,079956;104,203903;329,830383;81,026901;58,820881
6/21/2018;1730,219971;102,978546;324,989166;80,048759;58,260689
6/22/2018;1715,670044;103,416168;326,192261;79,900566;59,315727
6/25/2018;1663,150024;101,57814;318,771606;78,319733;54,656738
6/26/2018;1691,089966;101,393364;318,867859;78,2407;55,795811
6/27/2018;1660,51001;101,101616;317,44342;77,321854;54,217915
6/28/2018;1701,449951;101,889351;322,092133;77,311958;53,368279
6/29/2018;1699,800049;101,928246;322,91983;78,21106;53,508327
7/2/2018;1713,780029;102,433945;323,468475;78,349388;53,35894
7/3/2018;1693,959961;101,17942;320,436676;78,497566;52,99482
7/5/2018;1699,72998;102,443672;320,677307;78,734711;53,116192
7/6/2018;1710,630005;102,71817;322,082581;79,594276;53,732407
7/9/2018;1739,02002;103,933762;329,089355;79,969734;54,096535
7/10/2018;1743,069946;103,943565;334,132629;80,305649;54,918163
7/11/2018;1755;105,914017;327,818848;79,643684;54,143223
7/12/2018;1796,619995;106,119888;333,045074;80,029007;54,526028
7/13/2018;1813,030029;107,835449;337,626465;79,999367;54,199242
7/16/2018;1822,48999;108,031502;342,737183;79,120033;54,526028
7/17/2018;1843,930054;108,129547;343,487946;80,09816;54,703423
7/18/2018;1842,920044;108,511871;346,71225;81,965508;55,58107
7/19/2018;1812,969971;109,923538;341,996094;81,155342;54,955513
7/20/2018;1813,699951;109,286331;341,582214;80,977493;54,283272
7/23/2018;1802;108,903992;340,013367;80,631691;54,292618
7/24/2018;1829,23999;108,521667;344,825745;79,525124;53,919147
7/25/2018;1863,609985;108,992226;342,563934;79,406555;53,937817
7/26/2018;1808;111,276375;345,836334;78,655663;53,844452
7/27/2018;1817,27002;110,403893;347,116455;77,509567;54,357967
7/30/2018;1779,219971;110,413696;337,886322;76,3536;54,834137
7/31/2018;1777,439941;111,325394;342,929688;77,717056;55,310307
8/1/2018;1797,170044;110,747009;339,522583;77,598503;54,73143
8/2/2018;1834,329956;110,531326;336,606232;77,499702;54,946175
8/3/2018;1823,290039;111,844963;335,364655;77,242813;55,132904
8/6/2018;1847,75;113,658562;333,564789;77,193413;54,535358
8/7/2018;1862,47998;114,266357;337,597565;76,669762;54,796783
8/8/2018;1886,52002;111,737129;334,729431;75,968277;54,712757
8/9/2018;1898,52002;111,913597;332,456421;75,384201;55,403667
8/10/2018;1886,300049;110,462715;328,287659;74,889244;55,64642
8/13/2018;1896,199951;109,913734;327,272095;74,552658;55,076885
8/14/2018;1919,650024;110,531326;328,026489;75,770287;55,384995
8/15/2018;1882,619995;110,629364;320,888367;75,453514;55,272957
8/16/2018;1886,52002;110,266647;334,642365;76,463242;55,861164
8/17/2018;1882,219971;110,266647;335,048584;76,423645;56,561413
8/20/2018;1876,709961;109,786278;339,246338;75,522812;56,720135
8/21/2018;1883,420044;110,178413;342,177094;75,958374;57,373703
8/22/2018;1904,900024;109,737274;338,559631;76,423645;57,765839
8/23/2018;1902,900024;109,796089;336,093201;75,997963;57,417572
8/24/2018;1905,390015;109,727478;337,930969;76,334549;57,63406
8/27/2018;1927,680054;110,119598;342,148071;76,97802;58,076458
8/28/2018;1932,819946;110,364677;339,700958;76,690941;58,114117
8/29/2018;1998,099976;110,237228;338,714417;77,393791;58,650635
8/30/2018;2002,380005;109,717667;335,532227;76,799835;57,963509
8/31/2018;2012,709961;109,815689;331,556915;76,839432;57,878792
9/4/2018;2039,51001;108,668716;334,903503;76,384064;57,605824
9/5/2018;1994,819946;107,708008;335,319397;74,958542;57,37051
9/6/2018;1958,310059;108,090332;339,759003;74,928841;58,114117
9/7/2018;1952,069946;108,786362;337,834229;75,671288;58,415318
9/10/2018;1939,01001;108,502068;330,657318;75,819786;58,34943
9/11/2018;1987,150024;107,443314;333,936279;76,631538;58,227066
9/12/2018;1990;107,306068;341,828888;77,176003;58,857716
9/13/2018;1989,869995;108,492264;343,811737;78,146156;59,017731
9/14/2018;1970,189941;107,110016;348,00946;79,254875;60,194324
9/17/2018;1908,030029;107,208038;344,295319;78,304543;61,013233
9/18/2018;1941,050049;107,374695;351,665619;78,591629;61,813305
9/19/2018;1926,420044;107,629578;353,251862;79,62117;62,321598
9/20/2018;1944,300049;109,423569;355,418488;80,264633;63,008724
9/21/2018;1915,01001;108,227577;360,032227;80,145836;63,225216
9/24/2018;1934,359985;110,550934;355,931122;79,353874;62,886356
9/25/2018;1974,550049;111,394012;355,196014;79,30439;62,688694
9/26/2018;1974,849976;112,942924;353,068115;79,848854;63,046383
9/27/2018;2012,97998;113,756599;355,350769;81,214981;59,996655
9/28/2018;2003;114,638885;359,712952;79,967644;60,024891
10/1/2018;2004,359985;113,95266;369,762512;77,601685;59,817814
10/2/2018;1971,310059;115,344711;373,708801;76,304848;59,413067
10/3/2018;1952,76001;114,609474;379,444489;75,78019;58,942432
10/4/2018;1909,420044;113,844818;377,210175;74,651657;58,067047
10/5/2018;1889,650024;112,521393;373,805542;73,632011;57,02224
10/8/2018;1864,420044;113,736984;373,128479;74,196266;57,502285
10/9/2018;1870,319946;114,589867;372,809265;74,473465;56,965759
10/10/2018;1755,25;110,639175;355,428162;72,661865;55,591503
10/11/2018;1719,359985;108,962822;346,374847;72,364883;54,452564
10/12/2018;1788,609985;110,394089;348,309326;72,879654;54,81966
10/15/2018;1760,949951;111,207756;347,11969;72,255989;54,330196
10/16/2018;1819,959961;113,903641;356,182587;73,879478;55,619743
10/17/2018;1831,72998;114,825142;353,522675;73,770592;55,53503
10/18/2018;1770,719971;113,893837;347,574249;71,325447;54,16077
10/19/2018;1764,030029;116,560318;344,58548;69,949425;53,868977
10/22/2018;1789,300049;115,942711;344,314697;69,454453;53,163021
10/23/2018;1768,699951;115,530975;338,578979;68,177437;53,868977
10/24/2018;1664,199951;109,413765;343,028229;63,178204;51,534622
10/25/2018;1782,170044;111,913597;351,849396;66,870697;52,570019
10/26/2018;1642,810059;110,962677;347,496826;67,583458;51,082813
10/29/2018;1538,880005;110,815628;324,592834;67,910133;50,894558
10/30/2018;1530,420044;112,501785;338,443573;68,009117;50,960449
10/31/2018;1598,01001;112,570404;343,231323;70,454292;52,748863
11/1/2018;1665,530029;113,815407;351,172363;71,919411;54,358437
11/2/2018;1665,530029;112,913521;346,026672;72,087692;53,718372
11/5/2018;1627,800049;113,1782;350,118073;71,671921;53,52071
11/6/2018;1642,810059;114,413414;354,460938;69,880119;53,887802
11/7/2018;1755,48999;114,746719;359,829041;72,236198;55,224407
11/8/2018;1754,910034;113,717384;360,27597;71,442596;54,706707
11/9/2018;1712,430054;115,678024;358,886475;70,5895;55,102043
11/12/2018;1636,849976;114,403603;346,924896;69,627266;54,377262
11/13/2018;1631,170044;114,550652;339,617737;70,291901;55,440899
11/14/2018;1599,01001;114,815346;334,963318;70,510147;55,760937
11/15/2018;1619,439941;114,805542;331,902466;72,305626;56,33511
11/16/2018;1593,410034;113,903641;326,441559;72,45443;56,438644
11/19/2018;1512,290039;113,148788;311,856384;70,629166;55,582092
11/20/2018;1495,459961;109,668655;308,708099;70,916847;56,363346
11/21/2018;1516,72998;110,805824;308,338806;71,98819;56,989819
11/23/2018;1502,060059;109,874519;303,480316;72,533783;57,663742
11/26/2018;1581,329956;110,335274;307,406006;74,487991;58,280724
11/27/2018;1581,420044;111,658707;309,028778;74,567352;57,473907
11/28/2018;1677,75;113,815407;324,060852;76,333076;58,793289
11/29/2018;1673,569946;114,315376;332,864471;75,847;57,64476
11/30/2018;1690,170044;113,217415;336,945618;74,93438;57,227116
12/3/2018;1772,359985;113,462486;349,771973;77,344902;57,976982
12/4/2018;1668,400024;110,648979;332,806152;74,547516;55,338211
12/6/2018;1699,189941;112,080246;322,506195;74,983986;55,907734
12/7/2018;1629,130005;110,627998;314,071838;72,275871;53,847973
12/10/2018;1641,030029;110,509438;317,113281;72,087387;53,487274
12/11/2018;1643,23999;110,618118;312,915497;71,819557;53,221504
12/12/2018;1663,540039;110,855217;317,443604;72,19651;53,648643
12/13/2018;1658,380005;112,020966;316,258179;71,640991;53,715084
12/14/2018;1591,910034;110,845337;309,728363;71,283882;53,468292
12/17/2018;1520,910034;109,284416;307,182526;69,706627;53,477783
12/18/2018;1551,47998;108,128532;318,774841;69,924873;53,354385
12/19/2018;1495,079956;107,901321;310,505707;69,101524;52,215355
12/20/2018;1460,829956;105,708122;304,189667;66,958839;47,26054
12/21/2018;1377,449951;102,961693;295,930267;65,937103;45,428589
12/24/2018;1343,959961;99,138412;285,83432;65,976784;43,862415
12/26/2018;1470,900024;104,552254;305,044769;68,952728;45,08688
12/27/2018;1461,640015;105,23391;308,16391;69,766151;45,684872
12/28/2018;1478,02002;106,004501;307,425446;70,38118;46,206932
12/31/2018;1501,969971;108,326126;313,372223;71,224365;46,795429
1/2/2019;1539,130005;107,654343;314,645142;70,371269;47,317493
1/3/2019;1500,280029;105,046211;302,100555;66,760437;44,963486
1/4/2019;1575,390015;108,286606;317,822601;69,37928;47,507336
1/7/2019;1629,51001;109,225136;318,823395;70,172859;48,06736
1/8/2019;1656,579956;110,074753;330,891937;71,283882;49,263348
1/9/2019;1659,420044;111,309662;334,09848;70,470467;49,348778
1/10/2019;1656,219971;111,438095;342,630005;71,492203;49,633537
1/11/2019;1640,560059;111,289909;342,911835;71,313644;49,737949
1/14/2019;1617,209961;111,062683;340,443695;70,420868;49,548107
1/15/2019;1674,560059;110,410652;342,270508;71,918762;50,231529
1/16/2019;1683,780029;109,570915;342,095551;71,462448;50,051182
1/17/2019;1693,219971;109,669708;348,926636;71,42276;50,820034
1/18/2019;1696,199951;109,699348;354,407013;72,49411;52,091957
1/22/2019;1632,170044;109,264656;347,770325;70,440704;51,750248
1/23/2019;1640,02002;109,778381;348,460205;70,162956;51,512947
1/24/2019;1654,930054;109,215263;348,129822;70,490295;52,224846
1/25/2019;1670,569946;109,748734;353,891968;71,184685;52,689953
1/28/2019;1637,890015;109,472115;352,696777;71,730263;53,53474
1/29/2019;1593,880005;109,561035;354,581909;72,563545;53,401848
1/30/2019;1670,430054;108,800331;376,746277;73,535683;54,512413
1/31/2019;1718,72998;110,173546;374,705688;73,882889;54,654793
2/1/2019;1626,22998;109,956207;376,464508;73,823349;54,778183
2/4/2019;1633,310059;110,450172;385,763641;74,130875;55,224304
2/5/2019;1658,810059;111,299789;398,570557;74,021759;55,585007
2/6/2019;1640,26001;110,06488;399,474243;74,964142;55,347706
2/7/2019;1614,369995;109,61042;395,680267;74,081284;54,066288
2/8/2019;1588,219971;110,163673;395,426361;73,317451;53,753056
2/11/2019;1591;108,118668;394,488861;73,803513;53,933395
2/12/2019;1638,01001;107,881554;401,100311;73,724152;53,696102
2/13/2019;1640;108,869476;400,963593;78,733688;54,151711
2/14/2019;1622,650024;109,323929;400,221344;79,517342;54,199173
2/15/2019;1607,949951;111,230621;408,180511;81,094597;54,341557
2/19/2019;1627,579956;112,139519;406,510529;80,73748;55,338211
2/20/2019;1622,099976;112,307465;411,676636;82,671844;55,860268
2/21/2019;1619,439941;112,910103;407,799622;82,582573;55,783684
2/22/2019;1631,560059;113,858513;414,118073;84,348297;56,310215
2/25/2019;1633;112,218552;416,87204;82,880173;56,070881
2/26/2019;1636,400024;112,129639;416,774353;82,820641;55,764538
2/27/2019;1641,089966;111,418335;425,241302;82,820641;55,218857
2/28/2019;1639,829956;111,477608;429,655426;82,582138;55,295444
3/1/2019;1671,72998;112,633484;430,299988;83,257896;55,372028
3/4/2019;1696,170044;112,949623;422,555725;82,86039;54,146648
3/5/2019;1692,430054;112,623604;420,045898;83,486473;54,673183
3/6/2019;1668,949951;113,463341;414,518463;83,436783;53,754139
3/7/2019;1625,949951;112,633484;412,662964;82,403267;53,016998
3/8/2019;1620,800049;112,435898;412,643463;81,936188;52,624489
3/11/2019;1670,619995;113,364548;390,641144;82,284012;53,064861
3/12/2019;1673,099976;113,344795;366,61731;82,890213;52,902115
3/13/2019;1690,810059;112,712509;368,306824;83,14859;53,696701
3/14/2019;1686,219971;113,097816;364,556702;84,470299;54,022194
3/15/2019;1712,359985;113,572014;370,113434;85,225571;54,194511
3/18/2019;1742,150024;111,754234;363,560638;85,672752;54,902939
3/19/2019;1761,849976;108,671898;364,683685;85,165932;54,682751
3/20/2019;1797,27002;108,662018;367,349762;84,390793;54,117928
3/21/2019;1819,26001;107,348083;363,970795;85,255371;54,81678
3/22/2019;1764,77002;106,923279;353,687439;84,042976;54,012623
3/25/2019;1774,26001;106,488586;361,783203;83,496407;54,232811
3/26/2019;1783,76001;108,810211;361,705109;82,979645;49,50359
3/27/2019;1765,699951;108,948517;365,445404;81,936188;48,498394
3/28/2019;1773,420044;109,373329;365,670044;82,69146;48,192047
3/29/2019;1780,75;109,689461;372,486572;82,592079;48,555836
4/1/2019;1814,189941;111,151596;382,369537;83,625595;49,963112
4/2/2019;1813,97998;110,608238;381,597992;84,510056;50,135429
4/3/2019;1820,699951;111,161469;375,72876;86,249146;50,920441
4/4/2019;1818,859985;113,364548;386,588348;86,765892;50,834282
4/5/2019;1837,280029;113,611526;382,750336;86,895096;50,805565
4/8/2019;1849,859985;113,572014;365,748169;87,630486;50,269455
4/9/2019;1835,839966;115,449074;360,396515;86,557205;49,68549
4/10/2019;1847,329956;115,745461;356,392517;87,441666;50,0397
4/11/2019;1844,069946;115,192215;361,490295;87,978294;50,231163
4/12/2019;1843,060059;128,4897;370,74823;88,177048;51,284225
4/15/2019;1844,869995;130,445786;366,666107;87,620544;51,446968
4/16/2019;1863,040039;128,331619;372,77951;87,60067;52,461742
4/17/2019;1864,819946;130,159302;368,677887;87,213104;52,212833
4/18/2019;1861,689941;130,850845;371,168182;86,686401;51,341663
4/22/2019;1887,310059;130,090134;366,382965;87,36216;50,805565
4/23/2019;1923,77002;131,749863;365,259827;87,36216;51,456547
4/24/2019;1901,75;133,468857;366,666107;86,954712;51,437401
4/25/2019;1902,25;135,583008;373,834229;87,0839;51,533134
4/26/2019;1950,630005;138,230667;371,871277;87,461533;52,097958
4/29/2019;1938,430054;137,618149;370,172058;86,706276;52,107529
4/30/2019;1926,52002;135,316269;368,843903;86,447891;52,519184
5/1/2019;1911,52002;134,733398;367,974762;92,022934;53,438221
5/2/2019;1900,819946;132,520447;366,998169;90,661476;52,011806
5/3/2019;1962,459961;132,708145;367,6427;92,74839;52,825531
5/6/2019;1950,550049;133,370056;362,896545;91,724815;52,509609
5/7/2019;1921;131,828888;348,863098;89,926086;51,389538
5/8/2019;1917,77002;133,360184;351,324066;90,134781;51,715031
5/9/2019;1899,869995;131,977081;347,822571;90,572037;51,638435
5/10/2019;1889,97998;132,421646;348,352966;90,959602;52,021374
5/13/2019;1822,680054;129,754242;331,361084;88,813065;50,527935
5/14/2019;1840,119995;131,591782;336,930115;91,168297;51,52356
5/15/2019;1871,150024;133,053909;339,483826;93,066391;51,494843
5/16/2019;1907,569946;133,864014;347,50827;93,613846;51,628868
5/17/2019;1869;133,409576;348,696716;92,499039;51,389538
5/20/2019;1858,969971;132,293228;346,50647;91,045807;50,145004
5/21/2019;1857,52002;132,471039;352,360291;91,682838;50,413055
5/22/2019;1859,680054;132,233948;346,496613;91,593254;50,384338
5/23/2019;1815,47998;131,127472;344,306335;90,239571;49,891411
5/24/2019;1823,280029;131,186722;348,578857;89,493042;49,881748
5/28/2019;1836,430054;131,018784;348,559235;88,786331;49,533802
5/29/2019;1819,189941;129,981491;342,587494;88,497688;49,872082
5/30/2019;1816,319946;130,603851;343,638428;89,244209;49,823757
5/31/2019;1775,069946;130,445786;335,525574;89,025223;49,475807
6/3/2019;1692,689941;130,870621;332,854034;88,019913;49,408157
6/4/2019;1729,560059;133,192245;338,481964;89,901138;50,529312
6/5/2019;1738,5;134,298721;342,538391;89,582634;49,18586
6/6/2019;1754,359985;135,553391;344,394775;90,57798;49,446815
6/7/2019;1804,030029;136,373352;347,400269;92,080986;50,480984
6/10/2019;1860,630005;135,41507;347,498444;92,598572;51,399178
6/11/2019;1863,699951;133,449097;343,108063;93,4944;51,389507
6/12/2019;1855,319946;134,081375;340,84903;92,917084;51,602139
6/13/2019;1870,300049;140,028687;342,646423;92,598572;51,080223
6/14/2019;1869,670044;139,939774;340,976715;92,986763;51,341183
6/17/2019;1886,030029;139,267975;348,578857;92,77774;50,529312
6/18/2019;1901,369995;137,558868;367,299377;94,658974;50,625965
6/19/2019;1908,790039;139,218582;361,995575;95,315918;51,07056
6/20/2019;1918,189941;140,305298;368,203003;96,420769;47,165848
6/21/2019;1911,300049;138,536896;365,217133;95,694145;45,068516
6/24/2019;1913,900024;137,539108;367,328827;95,067078;44,45961
6/25/2019;1878,27002;138,250412;362,742004;92,817551;43,928028
6/26/2019;1897,829956;138,704849;368,261902;94,081665;43,860371
6/27/2019;1904,280029;137,618149;357,536407;96,082336;44,382286
6/28/2019;1893,630005;137,954025;357,526581;97,286728;44,991188
7/1/2019;1922,189941;139,939774;350,111084;98,8395;44,739895
7/2/2019;1934,310059;140,809143;347,852051;99,924446;44,971859
7/3/2019;1939;141,253708;348,156494;100,173286;44,633579
7/5/2019;1942,910034;141,601624;349,521729;100,133469;45,339134
7/8/2019;1952,319946;140,180145;344,86618;99,725372;44,865543
7/9/2019;1988,300049;140,766632;346,801117;98,540886;44,382286
7/10/2019;2017,410034;142,685135;346,025146;98,730011;43,986012
7/11/2019;2001,069946;142,705017;352,605835;100,233009;44,295303
7/12/2019;2011;144,017166;358,82309;99,078384;44,710899
7/15/2019;2020,98999;144,196075;355,169342;98,73996;45,3778
7/16/2019;2009,900024;143,440613;356,289032;99,416809;44,894539
7/17/2019;1992,030029;141,720917;362,938477;97,316582;44,111664
7/18/2019;1977,900024;140,786514;354,678223;96,649696;43,966686
7/19/2019;1964,52002;139,01712;370,638794;94,091614;43,580082
